EmployerName,EmployerSize,Section,DiffMeanPercent
MCARTHURGLEN UK LIMITED,250 to 499,L,91.6757
MCCANN-ERICKSON ADVERTISING LIMITED,250 to 499,M,27.5548
MCDONALD'S RESTAURANTS LIMITED,"20,000 or more",I,6.5600000000000005
MCGEE GROUP (HOLDINGS) LIMITED,250 to 499,F,35.7409
MCGEE GROUP (HOLDINGS) LIMITED,250 to 499,F,35.7409
MCGEE GROUP (HOLDINGS) LIMITED,250 to 499,F,35.7409
MCGEE GROUP (HOLDINGS) LIMITED,250 to 499,M,35.7409
MCGINLEY SUPPORT SERVICES (INFRASTRUCTURE) LIMITED,250 to 499,N,36.8619
Mcmillan Williams Solicitors Ltd,250 to 499,M,23.78
MDU SERVICES LIMITED,250 to 499,K,10.3805
MDU SERVICES LIMITED,250 to 499,M,10.3805
MEATAILER LIMITED,250 to 499,I,9.844
MEDECINS SANS FRONTIERES (UK),250 to 499,Q,2.484
MEDEQUIP ASSISTIVE TECHNOLOGY LIMITED,500 to 999,G,2.0502000000000002
MEDIABRANDS  LIMITED,250 to 499,M,43.863400000000006
MEDIACOM HOLDINGS LIMITED,1000 to 4999,M,58.308299999999996
MEDICAL SERVICES INTERNATIONAL LIMITED,500 to 999,Q,6.552
MEDICAL SERVICES INTERNATIONAL LIMITED,500 to 999,Q,6.552
MEDICAL SERVICES INTERNATIONAL LIMITED,500 to 999,Q,6.552
MENZIES AVIATION (ASIG) LIMITED,500 to 999,H,27.634000000000004
MENZIES AVIATION (UK) LIMITED,"5000 to 19,999",H,3.192
MENZIES DISTRIBUTION LIMITED,1000 to 4999,G,-0.1461
MER MANOR OPERATIONS LIMITED,500 to 999,I,7.8606
MERCER LIMITED,1000 to 4999,N,50.274
MERGERMARKET LIMITED,250 to 499,J,31.831
MERIAN GLOBAL INVESTORS (UK) LIMITED,Less than 250,K,57.599999999999994
MERIDIAN HOTEL OPERATIONS LIMITED,250 to 499,I,1.41
MERKLE UK THREE LIMITED,250 to 499,J,32.58
MERKLE UK THREE LIMITED,250 to 499,M,32.58
MERKLE UK THREE LIMITED,250 to 499,M,32.58
Merrill Lynch International,1000 to 4999,K,60.39880000000001
Metaswitch Networks Ltd,500 to 999,J,49.70400000000001
Methodist Independent Schools Trust,1000 to 4999,P,19.4142
Metro Bank PLC,1000 to 4999,K,28.497
METROLINE TRAVEL LIMITED,1000 to 4999,H,8.514999999999999
METROLINE WEST LIMITED,1000 to 4999,H,4.632999999999999
Metropolitan Police Service,"20,000 or more",O,6.846
Mexican Grill Ltd,500 to 999,I,17.45
MGN LIMITED,500 to 999,C,19.436999999999998
MGN LIMITED,500 to 999,J,19.436999999999998
MICE AND DICE LIMITED,250 to 499,M,17.371199999999998
MICHAEL KORS (UK) LIMITED,500 to 999,G,34.5384
MIDASPLAYER.COM LTD.,250 to 499,J,15.485999999999999
Middlesex Learning Trust,250 to 499,P,13.1
Middlesex University,1000 to 4999,P,8.4639
MIDDLETON ST GEORGE HEALTHCARE LIMITED,500 to 999,Q,17.71
MIDLAND HOTEL (MANCHESTER) LIMITED,250 to 499,I,9.8149
MIKI TRAVEL LIMITED,250 to 499,N,23.6376
MIKI TRAVEL LIMITED,250 to 499,N,23.6376
MIKI TRAVEL LIMITED,250 to 499,N,23.6376
MIKI TRAVEL LIMITED,250 to 499,S,23.6376
MILESTONE RESTAURANTS LIMITED,250 to 499,I,7.48
MILLENNIUM CARE HOMES LIMITED,250 to 499,N,1.0
MILLENNIUM CARE HOMES LIMITED,250 to 499,Q,1.0
MILLENNIUM CARE HOMES LIMITED,250 to 499,Q,1.0
MILLWALL FOOTBALL AND ATHLETIC COMPANY (1985) PLC(THE),250 to 499,R,135.05
MIMECAST SERVICES LIMITED,500 to 999,J,15.0747
Mind (The National Association For Mental Health),250 to 499,Q,8.6
MINDS MATTER (TRADING ACTIVITIES) LIMITED,250 to 499,G,9.6
MINDSHARE MEDIA UK LIMITED,500 to 999,M,39.484199999999994
Ministry Of Defence,"20,000 or more",O,12.0225
Mintel Group Ltd,250 to 499,M,15.8652
Mission Care,250 to 499,Q,21.08
MITIE LIMITED,"20,000 or more",N,19.208099999999998
MITIE PROPERTY SERVICES (UK) LIMITED,1000 to 4999,F,8.0937
MITIE PROPERTY SERVICES (UK) LIMITED,1000 to 4999,F,8.0937
Mizkan Euro Ltd.,250 to 499,C,-2.8224
Mizuho International PLC,500 to 999,K,47.166700000000006
Mizuho International PLC,500 to 999,K,47.166700000000006
MLECZKO DELIKATESY LIMITED,250 to 499,G,5.705
MLS OPERATIONS  LIMITED,250 to 499,I,9.6832
MNG-MANGO U.K. LIMITED,500 to 999,G,0.5381999999999999
MOLTON BROWN LIMITED,500 to 999,C,42.742
MOLTON BROWN LIMITED,500 to 999,C,42.742
MOLTON BROWN LIMITED,500 to 999,C,42.742
MOMENTUM SERVICES LIMITED,250 to 499,I,2.0322
MONEYCORP CFX LIMITED,250 to 499,K,30.3021
MONSOON ACCESSORIZE LIMITED,1000 to 4999,G,94.1832
MONTAGU EVANS BUSINESS SERVICES LTD,250 to 499,N,49.952
MONTEFIORE HOUSE LIMITED,250 to 499,Q,-3.7
Monzo Bank Limited,250 to 499,K,20.88
Monzo Bank Limited,250 to 499,K,20.88
MOO PRINT LIMITED,500 to 999,S,42.601200000000006
MOODY'S ANALYTICS UK LIMITED,250 to 499,J,17.55
MOODY'S INVESTORS SERVICE LIMITED,500 to 999,J,37.720000000000006
Moorfields Eye Hospital NHS Foundation Trust,1000 to 4999,Q,23.961
MORGAN HUNT UK LIMITED,1000 to 4999,N,23.27
Morgan Sindall Construction & Infrastructure Ltd,1000 to 4999,F,40.7208
Morgan Sindall Group Plc,"5000 to 19,999",F,47.559400000000004
Morgan Sindall Group Plc,"5000 to 19,999",M,47.559400000000004
MORGAN SINDALL PROPERTY SERVICES LIMITED,500 to 999,L,18.272100000000002
MORGAN SINDALL PROPERTY SERVICES LIMITED,500 to 999,N,18.272100000000002
MORGAN STANLEY EMPLOYMENT SERVICES UK LIMITED,1000 to 4999,K,90.54719999999999
MORGAN STANLEY UK LIMITED,1000 to 4999,N,41.44
MORLEYS DEPARTMENT STORES LIMITED,500 to 999,G,41.3256
MORLEYS STORES LIMITED,500 to 999,M,41.3256
Moss Bros Group PLC,1000 to 4999,G,-4.263
MOTABILITY OPERATIONS LIMITED,1000 to 4999,K,49.876000000000005
MOTOROLA SOLUTIONS UK LIMITED,250 to 499,G,9.9085
MOTOROLA SOLUTIONS UK LIMITED,250 to 499,J,9.9085
MOTT MACDONALD LIMITED,"5000 to 19,999",M,29.04
MOUNTAIN WAREHOUSE LIMITED,1000 to 4999,G,14.006
MOVING PICTURE COMPANY LIMITED (THE),500 to 999,J,41.757
MRI SOFTWARE LIMITED,250 to 499,J,30.014200000000002
MS AMLIN CORPORATE SERVICES LIMITED,1000 to 4999,M,88.96239999999999
MTR CORPORATION (CROSSRAIL) LIMITED,1000 to 4999,H,36.106199999999994
Mufg Securities Emea PLC,500 to 999,K,65.8011
Mufg Securities Emea PLC,500 to 999,K,65.8011
MULALLEY & CO. LIMITED,250 to 499,F,62.094
MULALLEY & CO. LIMITED,250 to 499,F,62.094
MULTIPLEX CONSTRUCTION EUROPE LIMITED,500 to 999,F,72.0375
MUNICH RE UK SERVICES LIMITED,250 to 499,M,53.933400000000006
MUNICH RE UK SERVICES LIMITED,250 to 499,N,53.933400000000006
Museum of London,250 to 499,R,22.36
MUSIC SALES GROUP LIMITED,250 to 499,J,36.11
MYCITYDEAL LIMITED,250 to 499,N,7.330399999999999
MYTIME ACTIVE,1000 to 4999,P,-0.968
MYTIME ACTIVE,1000 to 4999,Q,-0.968
MYTIME ACTIVE,1000 to 4999,R,-0.968
MYTIME ACTIVE,1000 to 4999,S,-0.968
N & C BUILDING PRODUCTS LIMITED,250 to 499,G,16.4322
N. M. ROTHSCHILD & SONS LIMITED,500 to 999,K,102.8664
NAMCO UK LIMITED,500 to 999,R,15.1511
NANDO'S CHICKENLAND LIMITED,"5000 to 19,999",I,9.1715
NATIONAL CAR PARKS LIMITED,1000 to 4999,H,-2.1783
NATIONAL CAR PARKS LIMITED,1000 to 4999,L,-2.1783
National Centre For Social Research,1000 to 4999,M,-3.26
National Church Institutions,250 to 499,S,42.0
national employment savings trust,250 to 499,O,26.357999999999997
NATIONAL FOOTBALL CENTRE LIMITED,Less than 250,R,8.7318
NATIONAL FOOTBALL CENTRE LIMITED,Less than 250,R,8.7318
NATIONAL FOOTBALL CENTRE LIMITED,Less than 250,R,8.7318
National Grid Electricity Transmission PLC,500 to 999,D,3.3823999999999996
NATIONAL GRID GAS PLC,500 to 999,D,6.0984
NATIONAL GRID UK LIMITED,1000 to 4999,S,3.9200000000000004
National Heritage Memorial Fund,250 to 499,O,13.806000000000001
National Institute For Health And Care Excellence,500 to 999,Q,-3.6039999999999996
NATIONAL MAGAZINE COMPANY LIMITED(THE),500 to 999,J,25.636800000000004
National Portrait Gallery,250 to 499,O,14.8
National Schizophrenia Fellowship,500 to 999,Q,8.5
Natural History Museum,500 to 999,R,19.698
NAVOLIO LIMITED,1000 to 4999,I,8.303999999999998
NAVOLIO LIMITED,1000 to 4999,N,8.303999999999998
Nazareth Care Charitable Trust,500 to 999,Q,27.336000000000002
Nazareth Care Charitable Trust,500 to 999,Q,27.336000000000002
NBCUNIVERSAL INTERNATIONAL LIMITED,250 to 499,M,6.6992
NCR FINANCIAL SOLUTIONS GROUP LIMITED,500 to 999,M,22.63
NCR LIMITED,1000 to 4999,J,-28.548
Nec Europe Ltd,250 to 499,G,44.64
NECTAR LOYALTY LIMITED,Less than 250,M,10.0706
NEOPOST LIMITED,250 to 499,C,44.2795
NETCOMPANY UK LIMITED,250 to 499,J,20.3949
NETCOMPANY UK LIMITED,250 to 499,J,20.3949
NETCOMPANY UK LIMITED,250 to 499,J,20.3949
NETCOMPANY UK LIMITED,250 to 499,J,20.3949
NETWORK RAIL INFRASTRUCTURE LIMITED,"20,000 or more",F,6.16
NETWORK RAIL INFRASTRUCTURE LIMITED,"20,000 or more",H,6.16
NETWORK RAIL INFRASTRUCTURE LIMITED,"20,000 or more",H,6.16
NETWORK RAIL INFRASTRUCTURE LIMITED,"20,000 or more",L,6.16
NEW ENGLAND SEAFOOD INTERNATIONAL LIMITED,500 to 999,C,37.6
Newday Cards Ltd,1000 to 4999,K,56.099999999999994
Newham Council,1000 to 4999,O,4.8024000000000004
NEWS GROUP NEWSPAPERS LIMITED,500 to 999,J,32.2326
NEWS UK & IRELAND LIMITED,1000 to 4999,N,10.137000000000002
NEWTON INVESTMENT MANAGEMENT LIMITED,250 to 499,K,31.459999999999997
Newvic College,250 to 499,P,1.4
NEX GROUP LIMITED,250 to 499,M,45.08
NEXUS EDUCATION SCHOOLS TRUST,500 to 999,P,21.0
NHS PROPERTY SERVICES LIMITED,1000 to 4999,L,22.002
NHS Resolution formerly NHS Litigation Authority,250 to 499,Q,6.0
NICHOLLS & CLARKE LIMITED,500 to 999,M,20.323199999999996
NICOVENTURES RETAIL (UK) LIMITED,250 to 499,G,1.01
Nijjar Property Limited,250 to 499,C,-23.0
NIPPON EXPRESS (U.K.) LIMITED,250 to 499,H,16.849800000000002
NLI OPERATOR LIMITED,500 to 999,I,11.3653
NO ORDINARY DESIGNER LABEL LIMITED,1000 to 4999,G,34.571000000000005
NO ORDINARY DESIGNER LABEL LIMITED,1000 to 4999,G,34.571000000000005
NO ORDINARY DESIGNER LABEL LIMITED,1000 to 4999,G,34.571000000000005
NO ORDINARY DESIGNER LABEL LIMITED,1000 to 4999,G,34.571000000000005
Nomura International PLC,1000 to 4999,K,87.2217
NOONAN SERVICES GROUP (UK) LIMITED,"5000 to 19,999",N,4.6683
NOONAN SERVICES GROUP (UK) LIMITED,"5000 to 19,999",N,4.6683
NORTH HIGHLAND UK LIMITED,250 to 499,M,53.1449
North Middlesex University Hospital NHS Trust,1000 to 4999,Q,20.677500000000002
NORTHERN TRUST MANAGEMENT SERVICES LIMITED,1000 to 4999,K,22.041
NORTHROP GRUMMAN UK LIMITED,250 to 499,N,37.2736
Norwood Schools Ltd.,500 to 999,Q,2.7
Norwood Schools Ltd.,500 to 999,Q,2.7
Norwood Schools Ltd.,500 to 999,Q,2.7
NOT JUST CLEANING LIMITED,500 to 999,S,13.32
Nottingham Trams Limited,250 to 499,H,1.8101999999999998
Nower Hill High School,Less than 250,P,11.6
NPL MANAGEMENT LIMITED,1000 to 4999,S,11.7957
NTT DATA SERVICES UK LIMITED,250 to 499,J,5.32
NTT DATA UK LIMITED,250 to 499,J,22.369600000000002
Ntt Europe Ltd.,250 to 499,G,80.0492
Ntt Europe Ltd.,250 to 499,J,80.0492
Ntt Europe Ltd.,250 to 499,J,80.0492
Ntt Europe Ltd.,250 to 499,J,80.0492
NUCLEUS HOLDINGS LIMITED,250 to 499,M,30.797
NUSERVE LIMITED,500 to 999,N,3.466
OATH (UK) LIMITED,250 to 499,J,44.968199999999996
OATH (UK) LIMITED,250 to 499,J,44.968199999999996
OATH (UK) LIMITED,250 to 499,M,44.968199999999996
OATH (UK) LIMITED,250 to 499,M,44.968199999999996
OAXACA LIMITED,1000 to 4999,I,2.691
OCEANEERING INTERNATIONAL SERVICES LIMITED,1000 to 4999,S,13.944099999999999
OCTOPUS CAPITAL LIMITED,500 to 999,K,41.4072
ODEON CINEMAS LIMITED,500 to 999,J,40.826
ODEON CINEMAS LIMITED,500 to 999,J,40.826
Ofcom,500 to 999,K,12.116000000000001
OFFICE ANGELS LIMITED,1000 to 4999,N,3.0666
OFFICE HOLDINGS LIMITED,1000 to 4999,G,13.6185
Office Of Rail and Road,250 to 499,O,14.109300000000001
Officeteam Limited,500 to 999,G,3.2399999999999998
Ofgem,500 to 999,O,10.839500000000001
OGILVY & MATHER GROUP (HOLDINGS) LIMITED,1000 to 4999,M,28.329
OLIVER BONAS LIMITED,1000 to 4999,G,9.7344
OLIVER MARKETING LIMITED,250 to 499,M,21.9801
OLIVER WYMAN LIMITED,1000 to 4999,S,79.16999999999999
OMD EMEA LIMITED,250 to 499,M,26.8193
OMD GROUP LIMITED,500 to 999,N,12.916799999999999
OMNI FACILITIES MANAGEMENT LIMITED,1000 to 4999,N,1.4069
OMNI SERV LIMITED,"5000 to 19,999",H,4.6289
OMNI SERV LIMITED,"5000 to 19,999",N,4.6289
OMNI SERV LIMITED,"5000 to 19,999",N,4.6289
ONESUBSEA UK LIMITED,500 to 999,C,59.654599999999995
ONTIC ENGINEERING & MANUFACTURING UK  LIMITED,250 to 499,C,29.293999999999997
OPENBET LIMITED,250 to 499,J,4.758
OPENBET LIMITED,250 to 499,J,4.758
OPENBET LIMITED,250 to 499,J,4.758
OPENVIEW SECURITY SOLUTIONS LIMITED,250 to 499,F,57.385200000000005
OPENVIEW SECURITY SOLUTIONS LIMITED,250 to 499,N,57.385200000000005
OPENVIEW SECURITY SOLUTIONS LIMITED,250 to 499,S,57.385200000000005
OPTIMUM CONTACT LIMITED,Less than 250,J,29.1401
OPTIMUM GROUP SERVICES PLC,250 to 499,N,20.48
OPTUM HEALTH SOLUTIONS (UK) LIMITED,250 to 499,M,58.139399999999995
ORBACH  AND CHAMBERS LIMITED,250 to 499,J,25.759999999999998
ORBIS PROTECT LIMITED,250 to 499,N,9.261
ORCHARD HILL COLLEGE,250 to 499,P,0.2
ORCHARD HILL COLLEGE,250 to 499,P,0.2
Orchard Hill College Academy Trust,500 to 999,P,9.7
ORCHESTRA  LTD,250 to 499,I,-3.0735
ORSTED POWER (UK) LIMITED,500 to 999,D,9.995799999999997
OTIS LIMITED,1000 to 4999,C,29.1328
OVE ARUP & PARTNERS INTERNATIONAL LIMITED,"5000 to 19,999",M,24.5853
Overbury PLC,500 to 999,F,86.0804
P.J. CAREY (CONTRACTORS) LIMITED,1000 to 4999,F,40.7253
P.J. CAREY (CONTRACTORS) LIMITED,1000 to 4999,F,40.7253
P.J. CAREY (CONTRACTORS) LIMITED,1000 to 4999,F,40.7253
P.J. CAREY (CONTRACTORS) LIMITED,1000 to 4999,F,40.7253
PA HOLDINGS LIMITED,1000 to 4999,M,42.8519
"PALANTIR TECHNOLOGIES UK, LTD.",250 to 499,J,10.9
"PALANTIR TECHNOLOGIES UK, LTD.",250 to 499,J,10.9
"PALANTIR TECHNOLOGIES UK, LTD.",250 to 499,J,10.9
"PALANTIR TECHNOLOGIES UK, LTD.",250 to 499,M,10.9
PALL MALL AND WOODCOTE PARK CLUBHOUSES LIMITED,500 to 999,S,26.2064
PANALPINA WORLD TRANSPORT LIMITED,250 to 499,H,14.95
PANALPINA WORLD TRANSPORT LIMITED,250 to 499,H,14.95
PANALPINA WORLD TRANSPORT LIMITED,250 to 499,H,14.95
PANALPINA WORLD TRANSPORT LIMITED,250 to 499,H,14.95
PANDORA JEWELLERY UK LIMITED,500 to 999,G,40.7345
PANDORA JEWELLERY UK LIMITED,500 to 999,G,40.7345
PAPERCHASE PRODUCTS LIMITED,1000 to 4999,G,39.5068
PARAGON CUSTOMER COMMUNICATIONS (LONDON) LIMITED,500 to 999,S,59.621100000000006
PARAGON CUSTOMER COMMUNICATIONS (NOTTINGHAM) LIMITED,Less than 250,C,57.407999999999994
PARFUMS CHRISTIAN DIOR(U.K.)LIMITED,1000 to 4999,G,48.18
PARFUMS CHRISTIAN DIOR(U.K.)LIMITED,1000 to 4999,G,48.18
PARKCARE HOMES (NO.2) LIMITED,1000 to 4999,Q,6.385199999999999
PARKCARE HOMES LIMITED,500 to 999,Q,17.51
Parkinson's Disease Society Of The United Kingdom,250 to 499,S,13.0
Parliamentary Digital Service,250 to 499,O,0.20220000000000005
Partnership Learning,500 to 999,P,-1.0
Partnership Learning,500 to 999,P,-1.0
Partnership Learning,500 to 999,P,-1.0
PARTNERSHIPS IN CARE 1 LIMITED,250 to 499,Q,4.76
PARTNERSHIPS IN CARE LIMITED,1000 to 4999,Q,7.2735
PARTS ALLIANCE GROUP LIMITED,1000 to 4999,G,16.6901
PAUL U.K. LIMITED,500 to 999,C,12.882599999999998
PAUL U.K. LIMITED,500 to 999,G,12.882599999999998
Pbs Restaurants Ltd,250 to 499,G,-13.169199999999998
PEARSON EDUCATION LIMITED,1000 to 4999,J,21.299999999999997
PEARSON EDUCATION LIMITED,1000 to 4999,N,21.299999999999997
PEARSON EDUCATION LIMITED,1000 to 4999,P,21.299999999999997
PEARSON EDUCATION LIMITED,1000 to 4999,P,21.299999999999997
PEARSON PROFESSIONAL ASSESSMENTS LIMITED,500 to 999,P,19.44
Peel Hotels PLC,250 to 499,I,11.6109
PELL FRISCHMANN CONSULTANTS LIMITED,250 to 499,M,56.1299
PENGUIN BOOKS LIMITED,1000 to 4999,J,36.3408
PENSPEN LIMITED,250 to 499,M,22.4588
PENTALVER CANNOCK LIMITED,250 to 499,H,84.0
PENTALVER TRANSPORT LIMITED,250 to 499,H,73.04
PENTLAND BRANDS LIMITED,500 to 999,N,18.4842
PEPPER (UK) LIMITED,250 to 499,K,45.72
PEPSICO INTERNATIONAL LIMITED,500 to 999,S,25.318399999999997
PERENCO UK LIMITED,500 to 999,M,53.0692
Perform Media Services Ltd,1000 to 4999,M,1.122
PERNOD RICARD UK LIMITED,250 to 499,G,24.765
Personal Touch Cleaning Services Ltd,500 to 999,N,3.09
PERSPECTIVE RESEARCH SERVICES LIMITED,1000 to 4999,M,0.40240000000000004
PETERSON (UNITED KINGDOM) LIMITED,500 to 999,H,2.394
PETERSON (UNITED KINGDOM) LIMITED,500 to 999,H,2.394
PETERSON (UNITED KINGDOM) LIMITED,500 to 999,H,2.394
PETROGAS GROUP UK LIMITED,1000 to 4999,G,16.251900000000003
PGDS (UK ONE) LIMITED,250 to 499,J,20.318399999999997
PHARM RESEARCH ASSOCIATES (UK) LIMITED,1000 to 4999,J,20.4472
PHASE EIGHT (FASHION & DESIGNS) LIMITED,1000 to 4999,G,88.30139999999999
PHASE EIGHT (FASHION & DESIGNS) LIMITED,1000 to 4999,G,88.30139999999999
PHASE EIGHT (FASHION & DESIGNS) LIMITED,1000 to 4999,G,88.30139999999999
PHD MEDIA LIMITED,250 to 499,M,19.6404
PHILIP MORRIS LIMITED,250 to 499,G,6.578000000000001
PHILLIPS 66 LIMITED,500 to 999,B,-0.8640000000000001
PHO TRADING LIMITED,1000 to 4999,I,-0.9048
PHONOGRAPHIC PERFORMANCE LIMITED,Less than 250,J,8.9976
PHOTOBOX LIMITED,250 to 499,J,39.1668
PICKFORDS MOVE MANAGEMENT LIMITED,250 to 499,H,27.102300000000003
PICKFORDS MOVE MANAGEMENT LIMITED,250 to 499,H,27.102300000000003
PICKFORDS MOVE MANAGEMENT LIMITED,250 to 499,H,27.102300000000003
PICTET ASSET MANAGEMENT LIMITED,250 to 499,K,37.4
Picturehouse Cinemas Limited,500 to 999,J,2.6702999999999997
PILGRIMS' FRIEND SOCIETY,250 to 499,Q,13.3
PILGRIMS' FRIEND SOCIETY,250 to 499,Q,13.3
Pimco Europe Ltd,250 to 499,K,30.8
PINNACLE HOUSING LIMITED,1000 to 4999,L,19.174400000000002
PINSENT MASONS SERVICES LIMITED,1000 to 4999,K,34.545
PIZZA EAST LIMITED,250 to 499,I,-4.4
PIZZAEXPRESS (RESTAURANTS) LIMITED,"5000 to 19,999",I,7.0148
PLACES FOR PEOPLE LEISURE LIMITED,"5000 to 19,999",R,-13.675200000000002
PLANET ORGANIC LIMITED,250 to 499,G,9.472000000000001
PLANET ORGANIC LIMITED,250 to 499,G,9.472000000000001
PLANET ORGANIC LIMITED,250 to 499,G,9.472000000000001
PLANET ORGANIC LIMITED,250 to 499,G,9.472000000000001
PLATTS (U.K.) LIMITED,250 to 499,J,13.3362
PMP RECRUITMENT LIMITED,"5000 to 19,999",N,11.711699999999999
POD FOOD LIMITED,250 to 499,N,18.3464
POLE TO WIN UK LIMITED,250 to 499,N,-0.0
PONTOON EUROPE LIMITED,1000 to 4999,N,24.7608
PONTOON EUROPE LIMITED,1000 to 4999,N,24.7608
POPLAR HOUSING AND REGENERATION COMMUNITY ASSOCIATION LIMITED,250 to 499,L,19.195800000000002
POST OFFICE LIMITED,1000 to 4999,H,26.18
POST OFFICE LIMITED,1000 to 4999,K,26.18
POSTCODE LOTTERY LIMITED,250 to 499,R,11.012400000000001
POWER LEISURE BOOKMAKERS LIMITED,1000 to 4999,R,13.5408
POWERBANKS LIMITED,500 to 999,I,-3.3642000000000003
POWERFORCE FIELD MARKETING AND RETAIL SERVICES LIMITED,250 to 499,M,2.286
POWERLEAGUE FIVES LIMITED,250 to 499,R,34.1992
PPHE (UK) LIMITED,1000 to 4999,M,20.078699999999998
PRA GROUP (UK) LIMITED,500 to 999,K,68.08
PRADA RETAIL UK LIMITED,250 to 499,G,15.400000000000002
PRE MERGER ACCOUNTANCY LIMITED,500 to 999,M,33.879999999999995
PRECIOUS HOMES LIMITED,500 to 999,Q,16.7616
PRECIOUS HOMES LIMITED,500 to 999,Q,16.7616
Precise Media Monitoring Ltd,250 to 499,J,5.6043
PREMIERE COFFEE LIMITED,1000 to 4999,I,-3.7800000000000002
PREMIERE EMPLOYMENT GROUP LIMITED,1000 to 4999,N,16.7769
PRESTIGE NURSING LIMITED,1000 to 4999,M,5.6018
PRESTIGE NURSING LIMITED,1000 to 4999,N,5.6018
PRESTIGE NURSING LIMITED,1000 to 4999,N,5.6018
PRESTIGE NURSING LIMITED,1000 to 4999,Q,5.6018
PRET A MANGER (EUROPE) LIMITED,"5000 to 19,999",G,5.0095
PRET A MANGER (EUROPE) LIMITED,"5000 to 19,999",G,5.0095
PREZZO LIMITED,1000 to 4999,I,10.787999999999998
PRICE FORBES & PARTNERS LIMITED,250 to 499,K,89.37219999999999
PRICEWATERHOUSECOOPERS SERVICES LIMITED,"5000 to 19,999",N,14.5044
PRIMARK STORES LIMITED,"20,000 or more",G,19.5546
PRIME HOTELS (UK) LIMITED,250 to 499,I,15.305800000000001
PRIME HOTELS (UK) LIMITED,250 to 499,I,15.305800000000001
PRIME HOTELS (UK) LIMITED,250 to 499,I,15.305800000000001
"PRIMETALS TECHNOLOGIES, LIMITED",250 to 499,M,58.038000000000004
"PRIMETALS TECHNOLOGIES, LIMITED",250 to 499,S,58.038000000000004
PRINCIPLE SERVICES HOLDINGS LIMITED,1000 to 4999,M,1.6350000000000002
PRINOVIS UK LIMITED,250 to 499,J,3.4788
PRIORY CENTRAL SERVICES LIMITED,250 to 499,N,52.2478
PRIORY EDUCATION SERVICES LIMITED,1000 to 4999,P,4.2940000000000005
PRIORY HEALTHCARE LIMITED,1000 to 4999,Q,15.4471
PRIORY REHABILITATION SERVICES LIMITED,500 to 999,Q,11.1943
PRIVATE TUITION SERVICES LTD,250 to 499,P,2.6
PRO INSURANCE SOLUTIONS LIMITED,250 to 499,K,47.61
PRO UNLIMITED GLOBAL LTD,250 to 499,M,27.369999999999997
PRO UNLIMITED GLOBAL LTD,250 to 499,N,27.369999999999997
PRO UNLIMITED GLOBAL LTD,250 to 499,N,27.369999999999997
PROPERTY SUPPORT SERVICES UK LIMITED,500 to 999,N,7.307299999999999
PROSPECTS SERVICES,1000 to 4999,P,11.7408
PROTOCOL EDUCATION LIMITED,1000 to 4999,N,11.16
PRS FOR MUSIC LIMITED,250 to 499,N,27.384
PRUDENTIAL FINANCIAL PLANNING LIMITED,250 to 499,K,7.1379
PRUDENTIAL SERVICES LIMITED,500 to 999,N,73.83
PUBLIC RESTAURANT PARTNER LIMITED,500 to 999,I,6.2
PUBLIC RESTAURANT PARTNER LIMITED,500 to 999,I,6.2
PUBLIC RESTAURANT PARTNER LIMITED,500 to 999,I,6.2
PUBLIC RESTAURANT PARTNER LIMITED,500 to 999,I,6.2
PUBLICIS HEALTHCARE COMMUNICATIONS GROUP LIMITED,250 to 499,M,11.397499999999999
PUBLICIS LIMITED,250 to 499,M,35.412
PULSE HEALTHCARE LIMITED,"5000 to 19,999",N,22.557599999999997
PUMA UNITED KINGDOM LTD,250 to 499,G,31.724000000000004
QANTAS CABIN CREW (UK) LIMITED,250 to 499,N,9.08
QBE MANAGEMENT SERVICES (UK) LIMITED,1000 to 4999,M,46.519200000000005
QBE MANAGEMENT SERVICES (UK) LIMITED,1000 to 4999,N,46.519200000000005
QPR HOLDINGS LIMITED,250 to 499,R,135.1129
QPR HOLDINGS LIMITED,250 to 499,R,135.1129
QUALITY LINE TRANSPORT LIMITED,250 to 499,H,5.5392
QUILTER CHEVIOT LIMITED,500 to 999,K,71.82
Qvc UK,1000 to 4999,G,21.7591
Qvc UK,1000 to 4999,J,21.7591
R&Q CENTRAL SERVICES LIMITED,Less than 250,N,35.67
R.S.V.P. (MEDIA RESPONSE) LIMITED,500 to 999,S,5.740799999999999
R.TWINING AND COMPANY LIMITED,250 to 499,G,21.837
RACKSPACE LIMITED,1000 to 4999,J,29.757
RADLEY + CO. LIMITED,250 to 499,G,38.317600000000006
RADLEY + CO. LIMITED,250 to 499,M,38.317600000000006
RAIL GOURMET U.K. LIMITED,1000 to 4999,I,5.8507
RAIL SAFETY AND STANDARDS BOARD LIMITED,250 to 499,H,29.040000000000003
RAIL SAFETY AND STANDARDS BOARD LIMITED,250 to 499,H,29.040000000000003
RAIL SAFETY AND STANDARDS BOARD LIMITED,250 to 499,H,29.040000000000003
RAIL SAFETY AND STANDARDS BOARD LIMITED,250 to 499,S,29.040000000000003
Ralph Trustees Limited,1000 to 4999,N,11.28
RAMBOLL UK LIMITED,500 to 999,M,46.3034
RAMSAY HEALTH CARE UK OPERATIONS LIMITED,"5000 to 19,999",Q,27.310399999999998
RANC CARE HOMES LIMITED,500 to 999,Q,1.9
Rapha Racing Ltd,250 to 499,G,30.794
RAPISCAN SYSTEMS LIMITED,250 to 499,N,36.036
RAPP LIMITED,Less than 250,M,36.842400000000005
